old_dir	citekey	topic	number	status	title
Low_SNR_Imaging/papers/24_zhang_2020	zhang2020deepcr	Low_SNR_Imaging	24	x	deepCR: Cosmic Ray Rejection with Deep Learning
Low_SNR_Imaging/papers/25_kadkhodaie_2021	kadkhodaie2021stochastic	Low_SNR_Imaging	25	x	Stochastic Solutions for Linear Inverse Problems Using the Prior Implicit in a Denoiser
Low_SNR_Imaging/papers/26_kawar_2022	kawar2022denoising	Low_SNR_Imaging	26	x	Denoising Diffusion Restoration Models (DDRM)
Low_SNR_Imaging/papers/27_bansal_2023	bansal2023cold	Low_SNR_Imaging	27	x	Cold Diffusion: Inverting Arbitrary Image Transforms without Noise
Low_SNR_Imaging/papers/28_chung_2023	chung2023diffusion	Low_SNR_Imaging	28	x	Diffusion Posterior Sampling for General Noisy Inverse Problems (DPS)
Low_SNR_Imaging/papers/29_daras_2023	daras2023ambient	Low_SNR_Imaging	29	x	Ambient Diffusion: Learning Clean Distributions from Corrupted Data
Low_SNR_Imaging/papers/30_zhu_2023	zhu2023denoising	Low_SNR_Imaging	30	x	Denoising Diffusion Models for Plug-and-Play Image Restoration (DiffPIR)
Low_SNR_Imaging/papers/31_jiang_2023	jiang2023lowlight	Low_SNR_Imaging	31	x	Low-Light Image Enhancement with Wavelet-Based Diffusion Models (DiffLL)
Low_SNR_Imaging/papers/32_stenborg_2003	stenborg2003wavelet	Low_SNR_Imaging	32	x	A Wavelet Packets Equalization Technique to Reveal the Multiple Spatial-Scale Nature of Coronal Structures
Low_SNR_Imaging/papers/33_starck_2003	starck2003gray	Low_SNR_Imaging	33	x	Gray and Color Image Contrast Enhancement by the Curvelet Transform
Low_SNR_Imaging/papers/34_yashiro_2004	yashiro2004catalog	Low_SNR_Imaging	34	x	A Catalog of White Light Coronal Mass Ejections Observed by the SOHO Spacecraft (CDAW Catalog)
Low_SNR_Imaging/papers/35_morgan_2006	morgan2006depiction	Low_SNR_Imaging	35	x	The Depiction of Coronal Structure in White-Light Images (NRGF)
Low_SNR_Imaging/papers/36_starck_2007	starck2007undecimated	Low_SNR_Imaging	36	x	The Undecimated Wavelet Decomposition and Its Reconstruction (à-trous)
Low_SNR_Imaging/papers/37_candes_2011	candes2011robust	Low_SNR_Imaging	37	x	Robust Principal Component Analysis? (RPCA)
Low_SNR_Imaging/papers/38_morgan_2014	morgan2014multiscale	Low_SNR_Imaging	38	x	Multi-Scale Gaussian Normalization for Solar Image Processing (MGN)
Low_SNR_Imaging/papers/39_patel_2022	patel2022sirgraf	Low_SNR_Imaging	39	x	SiRGraF: A Simple Radial Gradient Filter for Batch-Processing of Coronagraph Images
Low_SNR_Imaging/papers/40_lore_2017	lore2017llnet	Low_SNR_Imaging	40	x	LLNet: A Deep Autoencoder Approach to Natural Low-Light Image Enhancement
Low_SNR_Imaging/papers/41_guo_2020	guo2020zeroreference	Low_SNR_Imaging	41	x	Zero-Reference Deep Curve Estimation for Low-Light Image Enhancement (Zero-DCE)
Low_SNR_Imaging/papers/42_zamir_2020	zamir2020learning	Low_SNR_Imaging	42	x	Learning Enriched Features for Real Image Restoration and Enhancement (MIRNet)
Low_SNR_Imaging/papers/43_jiang_2021	jiang2021enlightengan	Low_SNR_Imaging	43	x	EnlightenGAN: Deep Light Enhancement without Paired Supervision
Low_SNR_Imaging/papers/44_ma_2022	ma2022toward	Low_SNR_Imaging	44	x	Toward Fast, Flexible, and Robust Low-Light Image Enhancement (SCI)
Low_SNR_Imaging/papers/45_xu_2022	xu2022snraware	Low_SNR_Imaging	45	x	SNR-Aware Low-Light Image Enhancement
Solar_Observation/papers/01_pierce_1964	pierce1964mcmath	Solar_Observation	1	x	The McMath Solar Telescope of Kitt Peak National Observatory
Solar_Observation/papers/02_dunn_1964	dunn1964evacuated	Solar_Observation	2	x	An Evacuated Tower Telescope
Solar_Observation/papers/03_scharmer_2003	scharmer2003meter	Solar_Observation	3	x	The 1-meter Swedish Solar Telescope
Solar_Observation/papers/04_goode_2012	goode2012offaxis	Solar_Observation	4	x	The 1.6 m Off-Axis New Solar Telescope (NST) in Big Bear
Solar_Observation/papers/05_harvey_1996	harvey1996global	Solar_Observation	5	x	The Global Oscillation Network Group (GONG) Project
Solar_Observation/papers/06_chaplin_1996	chaplin1996bison	Solar_Observation	6	x	BiSON Performance
Solar_Observation/papers/07_tomczyk_2016	tomczyk2016scientific	Solar_Observation	7	x	Scientific Objectives and Capabilities of the Coronal Solar Magnetism Observatory
Solar_Observation/papers/08_domingo_1995	domingo1995soho	Solar_Observation	8	x	The SOHO Mission: An Overview
Solar_Observation/papers/09_delaboudiniere_1995	delaboudiniere1995eit	Solar_Observation	9	x	EIT: Extreme-Ultraviolet Imaging Telescope for the SOHO Mission
Solar_Observation/papers/10_brueckner_1995	brueckner1995large	Solar_Observation	10	x	The Large Angle Spectroscopic Coronagraph (LASCO)
Solar_Observation/papers/11_handy_1999	handy1999transition	Solar_Observation	11	x	The Transition Region and Coronal Explorer
Solar_Observation/papers/12_lemen_2012	lemen2012atmospheric	Solar_Observation	12	x	The Atmospheric Imaging Assembly (AIA) on the Solar Dynamics Observatory (SDO)
Solar_Observation/papers/13_scherrer_2012	scherrer2012helioseismic	Solar_Observation	13	x	The Helioseismic and Magnetic Imager (HMI) Investigation for the Solar Dynamics Observatory (SDO)
Solar_Observation/papers/14_tsuneta_2008	tsuneta2008solar	Solar_Observation	14	x	The Solar Optical Telescope for the Hinode Mission: An Overview
Solar_Observation/papers/15_culhane_2007	culhane2007euv	Solar_Observation	15	x	The EUV Imaging Spectrometer for Hinode
Solar_Observation/papers/16_de_pontieu_2014	depontieu2014interface	Solar_Observation	16	x	The Interface Region Imaging Spectrograph (IRIS)
Solar_Observation/papers/17_wuelser_2004	wuelser2004euvi	Solar_Observation	17	x	EUVI: The STEREO-SECCHI Extreme Ultraviolet Imager
Solar_Observation/papers/18_anderson_2020	anderson2020solar	Solar_Observation	18	x	The Solar Orbiter SPICE Instrument — An Extreme UV Imaging Spectrometer
Solar_Observation/papers/19_rochus_2020	rochus2020solar	Solar_Observation	19	x	The Solar Orbiter EUI Instrument: The Extreme Ultraviolet Imager
Solar_Observation/papers/20_rimmele_2011	rimmele2011solar	Solar_Observation	20	x	Solar Adaptive Optics
Solar_Observation/papers/21_woger_2008	woger2008speckle	Solar_Observation	21	x	Speckle Interferometry with Adaptive Optics Corrected Solar Data
Solar_Observation/papers/22_scharmer_2008	scharmer2008crisp	Solar_Observation	22	x	CRISP Spectropolarimetric Imaging of Penumbral Fine Structure
Solar_Observation/papers/23_rimmele_2020	rimmele2020daniel	Solar_Observation	23	x	The Daniel K. Inouye Solar Telescope — Observatory Overview
Solar_Observation/papers/24_de_wijn_2022	dewijn2022visible	Solar_Observation	24	x	The Visible Spectro-Polarimeter of the Daniel K. Inouye Solar Telescope
Solar_Observation/papers/25_jaeggli_2022	jaeggli2022diffractionlimited	Solar_Observation	25	x	The Diffraction-Limited Near-Infrared Spectropolarimeter (DL-NIRSP) of the Daniel K. Inouye Solar Telescope (DKIST)
Solar_Observation/papers/26_bastian_1998	bastian1998radio	Solar_Observation	26	x	Radio Emission from Solar Flares
Solar_Observation/papers/27_wedemeyer_2016	wedemeyer2016solar	Solar_Observation	27	x	Solar Science with the Atacama Large Millimeter/Submillimeter Array — A New View of Our Sun
Solar_Observation/papers/28_morosan_2014	morosan2014lofar	Solar_Observation	28	x	LOFAR Tied-Array Imaging of Type III Solar Radio Bursts
Solar_Observation/papers/29_nakajima_1994	nakajima1994nobeyama	Solar_Observation	29	x	The Nobeyama Radioheliograph
Solar_Observation/papers/30_cheung_2015	cheung2015thermal	Solar_Observation	30	 	Cheung+ 2015 (Sparse DEM for AIA) → migrated
Solar_Observation/papers/31_couvidat_2016	couvidat2016observables	Solar_Observation	31	x	Observables Processing for the Helioseismic and Magnetic Imager Instrument on the Solar Dynamics Observatory
Solar_Observation/papers/32_lofdahl_2002	lofdahl2002multiframe	Solar_Observation	32	x	Multi-Frame Blind Deconvolution with Linear Equality Constraints
Solar_Observation/papers/33_cobo_1992	cobo1992inversion	Solar_Observation	33	x	Inversion of Stokes Profiles
Solar_Observation/papers/34_tomczyk_2008	tomczyk2008instrument	Solar_Observation	34	x	An Instrument to Measure Coronal Emission Line Polarization
Solar_Observation/papers/35_pesnell_2012	pesnell2012solar	Solar_Observation	35	x	The Solar Dynamics Observatory (SDO)
Solar_Observation/papers/36_muller_2020	muller2020solar	Solar_Observation	36	x	The Solar Orbiter mission — Science overview
Solar_Observation/papers/37_inceoglu_2022	inceoglu2022identification	Solar_Observation	37	x	Identification of Coronal Holes on AIA/SDO Images Using Unsupervised Machine Learning
Solar_Observation/papers/38_tsuneta_1991	tsuneta1991soft	Solar_Observation	38	x	The Soft X-ray Telescope for the Solar-A Mission (Yohkoh/SXT)
Solar_Observation/papers/39_lin_2002	lin2002reuven	Solar_Observation	39	x	The Reuven Ramaty High-Energy Solar Spectroscopic Imager (RHESSI)
Solar_Observation/papers/40_fox_2016	fox2016solar	Solar_Observation	40	x	The Solar Probe Plus Mission: Humanity's First Visit to Our Star (Parker Solar Probe)
Solar_Observation/papers/41_ogawara_1991	ogawara1991solara	Solar_Observation	41	x	The SOLAR-A Mission: An Overview (Yohkoh)
Solar_Observation/papers/42_kosugi_1991	kosugi1991hard	Solar_Observation	42	x	The Hard X-ray Telescope (HXT) for the SOLAR-A Mission
Solar_Observation/papers/43_scherrer_1995	scherrer1995solar	Solar_Observation	43	x	The Solar Oscillations Investigation — Michelson Doppler Imager (SOHO/MDI)
Solar_Observation/papers/44_harrison_1995	harrison1995coronal	Solar_Observation	44	x	The Coronal Diagnostic Spectrometer for the Solar and Heliospheric Observatory (SOHO/CDS)
Solar_Observation/papers/45_kohl_1995	kohl1995ultraviolet	Solar_Observation	45	x	The Ultraviolet Coronagraph Spectrometer for the Solar and Heliospheric Observatory (SOHO/UVCS)
Solar_Observation/papers/46_bertaux_1995	bertaux1995swan	Solar_Observation	46	x	SWAN: A Study of Solar Wind Anisotropies on SOHO with Lyman Alpha Sky Mapping
Solar_Observation/papers/47_kosugi_2007	kosugi2007hinode	Solar_Observation	47	x	The Hinode (Solar-B) Mission: An Overview
Solar_Observation/papers/48_golub_2007	golub2007xray	Solar_Observation	48	x	The X-Ray Telescope (XRT) for the Hinode Mission
Solar_Observation/papers/49_kaiser_2008	kaiser2008stereo	Solar_Observation	49	x	The STEREO Mission: An Introduction
Solar_Observation/papers/50_howard_2008	howard2008sun	Solar_Observation	50	x	Sun Earth Connection Coronal and Heliospheric Investigation (SECCHI)
Solar_Observation/papers/51_woods_2012	woods2012extreme	Solar_Observation	51	x	Extreme Ultraviolet Variability Experiment (EVE) on the Solar Dynamics Observatory (SDO)
Solar_Observation/papers/52_bale_2016	bale2016fields	Solar_Observation	52	x	The FIELDS Instrument Suite for Solar Probe Plus (PSP/FIELDS)
Solar_Observation/papers/53_vourlidas_2016	vourlidas2016widefield	Solar_Observation	53	x	The Wide-Field Imager for Solar Probe Plus (PSP/WISPR)
Solar_Observation/papers/54_kasper_2016	kasper2016solar	Solar_Observation	54	x	Solar Wind Electrons Alphas and Protons (SWEAP) Investigation for PSP
Solar_Observation/papers/55_mccomas_2016	mccomas2016integrated	Solar_Observation	55	x	Integrated Science Investigation of the Sun (IS☉IS) for PSP
Solar_Observation/papers/56_solanki_2020	solanki2020polarimetric	Solar_Observation	56	x	The Polarimetric and Helioseismic Imager on Solar Orbiter (PHI)
Solar_Observation/papers/57_antonucci_2020	antonucci2020metis	Solar_Observation	57	x	Metis: the Solar Orbiter Visible Light and Ultraviolet Coronal Imager
Solar_Observation/papers/58_howard_2020	howard2020solar	Solar_Observation	58	x	The Solar Orbiter Heliospheric Imager (SoloHI)
Solar_Observation/papers/59_krucker_2020	krucker2020spectrometer	Solar_Observation	59	x	The Spectrometer/Telescope for Imaging X-rays (STIX) on Solar Orbiter
Solar_Observation/papers/60_li_2022	li2022chinese	Solar_Observation	60	x	The Chinese H-alpha Solar Explorer (CHASE) mission: An overview
Solar_Observation/papers/61_abbo_2025	abbo2025combined	Solar_Observation	61	x	Combined coronal observations of the streamer belt with Metis and EUI instruments on Solar Orbiter
Solar_Observation/papers/62_van_de_hulst_1950	vandehulst1950electron	Solar_Observation	62	x	The electron density of the solar corona
Solar_Observation/papers/63_dere_1997	dere1997chianti	Solar_Observation	63	 	Dere+ 1997 (CHIANTI v1) → migrated
Solar_Observation/papers/64_dere_2023	dere2023chianti	Solar_Observation	64	 	Dere+ 2023 (CHIANTI v10.1) → migrated
Solar_Observation/papers/65_mason_1994	mason1994spectroscopic	Solar_Observation	65	 	Mason & Monsignori-Fossi 1994 (VUV Diagnostics) → migrated
Solar_Observation/papers/81_eyles_2009	eyles2009heliospheric	Solar_Observation	81	 	The Heliospheric Imagers Onboard the STEREO Mission
Solar_Physics/papers/01_galilei_1613	galilei1613istoria	Solar_Physics	1	x	Istoria e Dimostrazioni Intorno Alle Macchie Solari (Letters on Sunspots)
Solar_Physics/papers/02_von_fraunhofer_1814	vonfraunhofer1814bestimmung	Solar_Physics	2	x	Bestimmung des Brechungs- und Farbenzerstreuungs-Vermogens verschiedener Glasarten (Determination of the Refractive and Dispersive Power of Different Kinds of Glass)
Solar_Physics/papers/03_kirchhoff_1860	kirchhoff1860chemische	Solar_Physics	3	x	Chemische Analyse durch Spectralbeobachtungen (Chemical Analysis by Spectral Observations)
Solar_Physics/papers/04_schwarzschild_1906	schwarzschild1906gleichgewicht	Solar_Physics	4	x	Uber das Gleichgewicht der Sonnenatmosphare (On the Equilibrium of the Solar Atmosphere)
Solar_Physics/papers/05_hale_1908	hale1908probable	Solar_Physics	5	x	On the Probable Existence of a Magnetic Field in Sun-Spots
Solar_Physics/papers/06_evershed_1909	evershed1909radial	Solar_Physics	6	x	Radial Movement in Sun-Spots
Solar_Physics/papers/07_hale_1925	hale1925law	Solar_Physics	7	x	The Law of Sun-Spot Polarity
Solar_Physics/papers/08_alfven_1942	alfven1942existence	Solar_Physics	8	x	Existence of Electromagnetic-Hydrodynamic Waves
Solar_Physics/papers/09_babcock_1961	babcock1961topology	Solar_Physics	9	x	The Topology of the Sun's Magnetic Field and the 22-Year Cycle
Solar_Physics/papers/10_leighton_1969	leighton1969magnetokinematic	Solar_Physics	10	x	A Magneto-Kinematic Model of the Solar Cycle
Solar_Physics/papers/11_biermann_1951	biermann1951kometenschweife	Solar_Physics	11	 	Biermann 1951 (Comet Tails) → migrated
Solar_Physics/papers/12_parker_1958	parker1958dynamics	Solar_Physics	12	 	Parker 1958 (Solar Wind Theory) → migrated
Solar_Physics/papers/13_leighton_1962	leighton1962velocity	Solar_Physics	13	 	Leighton+ 1962 (5-minute oscillation) → migrated
Solar_Physics/papers/14_ulrich_1970	ulrich1970fiveminute	Solar_Physics	14	 	Ulrich 1970 (p-mode interpretation) → migrated
Solar_Physics/papers/15_deubner_1975	deubner1975observations	Solar_Physics	15	 	Deubner 1975 (k-ω diagram) → migrated
Solar_Physics/papers/16_christensendalsgaard_1996	christensendalsgaard1996current	Solar_Physics	16	 	Christensen-Dalsgaard+ 1996 (Solar Modeling) → migrated
Solar_Physics/papers/17_schou_1998	schou1998helioseismic	Solar_Physics	17	 	Schou+ 1998 (Differential Rotation, MDI) → migrated
Solar_Physics/papers/18_giovanelli_1946	giovanelli1946theory	Solar_Physics	18	 	Giovanelli 1946 (Chromospheric Flare Theory) → migrated
Solar_Physics/papers/19_parker_1957	parker1957sweets	Solar_Physics	19	 	Parker 1957 (Sweet-Parker Reconnection) → migrated
Solar_Physics/papers/20_petschek_1964	petschek1964magnetic	Solar_Physics	20	 	Petschek 1964 (Fast Reconnection) → migrated
Solar_Physics/papers/21_parker_1988	parker1988nanoflares	Solar_Physics	21	 	Parker 1988 (Nanoflares) → migrated
Solar_Physics/papers/22_gosling_1993	gosling1993solar	Solar_Physics	22	 	Gosling 1993 (Solar Flare Myth) → migrated
Solar_Physics/papers/23_aulanier_1998	aulanier1998magnetic	Solar_Physics	23	 	Aulanier & Démoulin 1998 (Prominence Flux Rope) → migrated
Solar_Physics/papers/24_nakariakov_1999	nakariakov1999trace	Solar_Physics	24	x	TRACE Observation of Damped Coronal Loop Oscillations: Implications for Coronal Heating
Solar_Physics/papers/25_antiochos_1999	antiochos1999model	Solar_Physics	25	 	Antiochos+ 1999 (CME Breakout Model) → migrated
Solar_Physics/papers/26_kliem_2006	kliem2006torus	Solar_Physics	26	 	Kliem & Török 2006 (Torus Instability) → migrated
Solar_Physics/papers/27_reames_1999	reames1999particle	Solar_Physics	27	 	Reames 1999 (SEP two-class paradigm) → migrated
Solar_Physics/papers/28_schrijver_2000	schrijver2000solar	Solar_Physics	28	x	Solar and Stellar Magnetic Activity (monograph)
Solar_Physics/papers/29_kaiser_2008	kaiser2008stereo	Solar_Physics	29	 	Kaiser+ 2008 (STEREO Mission) → see canonical
Solar_Physics/papers/30_de_wijn_2009	dewijn2009smallscale	Solar_Physics	30	x	Small-Scale Solar Magnetic Fields
Solar_Physics/papers/31_charbonneau_2010	charbonneau2010dynamo	Solar_Physics	31	 	Charbonneau 2010 (Dynamo Models, LRSP) → see canonical
Solar_Physics/papers/32_kopp_2011	kopp2011lower	Solar_Physics	32	x	A New, Lower Value of Total Solar Irradiance: Evidence and Climate Significance
Solar_Physics/papers/33_pesnell_2012	pesnell2012solar	Solar_Physics	33	 	Pesnell+ 2012 (SDO Mission) → see canonical
Solar_Physics/papers/34_emslie_2012	emslie2012global	Solar_Physics	34	 	Emslie+ 2012 (Flare Global Energetics) → migrated
Solar_Physics/papers/35_wiegelmann_2012	wiegelmann2012solar	Solar_Physics	35	 	Wiegelmann & Sakurai 2012 (NLFFF, LRSP) → see canonical
Solar_Physics/papers/36_woods_2012	woods2012extreme	Solar_Physics	36	 	Woods+ 2012 (SDO/EVE) → see canonical
Solar_Physics/papers/37_fox_2016	fox2016solar	Solar_Physics	37	 	Fox+ 2016 (Parker Solar Probe Mission) → see canonical
Solar_Physics/papers/38_kasper_2021	kasper2021parker	Solar_Physics	38	 	Kasper+ 2021 (PSP Crosses Alfvén Surface) → migrated
Solar_Physics/papers/39_yang_1998	yang1998evidence	Solar_Physics	39	x	Evidence for the Solar Cycle in the Sunspot and Aurora Records of Goryer Dynasty
Solar_Physics/papers/40_lee_2004	lee2004sunspot	Solar_Physics	40	x	The Sunspot and Auroral Activity Cycle Derived from Korean Historical Records of the 11th-18th Century
Solar_Physics/papers/41_lee_2007	lee2007features	Solar_Physics	41	x	Features of great minima in solar activity during the last 1000 years
Solar_Physics/papers/42_yang_2019	yang2019solar	Solar_Physics	42	x	Solar activities and climate change during the last millennium recorded in Korean chronicles
Solar_Physics/papers/43_miyake_2012	miyake2012signature	Solar_Physics	43	x	A Signature of Cosmic-Ray Increase in AD 774-775 from Tree Rings in Japan
Solar_Physics/papers/44_eddy_1976	eddy1976maunder	Solar_Physics	44	 	The Maunder Minimum: The Reign of Louis XIV Appears to Have Been a Time of Real Anomaly in the Behavior of the Sun
Solar_Physics/papers/45_carlsson_1995	carlsson1995does	Solar_Physics	45	 	Does a Nonmagnetic Solar Chromosphere Exist?
Solar_Physics/papers/46_aschwanden_2000	aschwanden2000time	Solar_Physics	46	 	Time Variability of the "Quiet" Sun Observed with TRACE. II. Physical Parameters, Temperature Evolution, and Energetics of EUV Nanoflares
Solar_Physics/papers/47_bahcall_2001	bahcall2001	Solar_Physics	47	 	Bahcall+ 2001 (Standard Solar Model) → migrated
Solar_Physics/papers/48_solanki_2003	solanki2003sunspots	Solar_Physics	48	 	Sunspots: An Overview
Solar_Physics/papers/49_allred_2005	allred2005	Solar_Physics	49	 	Allred+ 2005 (RADYN Flare RHD) → migrated
Solar_Physics/papers/50_klimchuk_2006	klimchuk2006solving	Solar_Physics	50	 	On Solving the Coronal Heating Problem
Solar_Physics/papers/51_de_pontieu_2007	depontieu2007pontieu	Solar_Physics	51	 	De Pontieu+ 2007 (Chromospheric Alfvén Waves) → migrated
Solar_Physics/papers/52_cirtain_2007	cirtain2007evidence	Solar_Physics	52	 	Evidence for Alfvén Waves in Solar X-Ray Jets
Solar_Physics/papers/53_kosugi_2007	kosugi2007hinode	Solar_Physics	53	 	Kosugi+ 2007 (Hinode Mission) → see canonical
Solar_Physics/papers/54_asplund_2009	asplund2009	Solar_Physics	54	 	Asplund+ 2009 (Solar Chemical Composition) → migrated
Solar_Physics/papers/55_rempel_2009	rempel2009	Solar_Physics	55	 	Rempel+ 2009 (3D Sunspot Simulation) → migrated
Solar_Physics/papers/56_hanasoge_2012	hanasoge2012	Solar_Physics	56	 	Hanasoge+ 2012 (Anomalously Weak Convection) → migrated
Solar_Physics/papers/57_de_pontieu_2014	depontieu2014interface	Solar_Physics	57	 	De Pontieu+ 2014 (IRIS Mission) → see canonical
Solar_Physics/papers/58_muller_2020	muller2020solar	Solar_Physics	58	 	Müller+ 2020 (Solar Orbiter Mission) → see canonical
Solar_Physics/papers/59_rimmele_2020	rimmele2020daniel	Solar_Physics	59	 	Rimmele+ 2020 (DKIST Observatory) → see canonical
Solar_Physics/papers/60_berghmans_2021	berghmans2021extremeuv	Solar_Physics	60	 	Extreme-UV Quiet Sun Brightenings Observed by the Solar Orbiter/EUI ("Campfires")
Space_Weather/papers/01_birkeland_1908	birkeland1908norwegian	Space_Weather	1	x	The Norwegian Aurora Polaris Expedition 1902–1903
Space_Weather/papers/02_chapman_1931	chapman1931theory	Space_Weather	2	x	A New Theory of Magnetic Storms, Part I: The Initial Phase
Space_Weather/papers/03_chapman_1940	chapman1940geomagnetism	Space_Weather	3	x	Geomagnetism (monograph)
Space_Weather/papers/04_parker_1958	parker1958dynamics	Space_Weather	4	x	Dynamics of the Interplanetary Gas and Magnetic Fields
Space_Weather/papers/05_van_allen_1958	vanallen1958observation	Space_Weather	5	x	Observation of High Intensity Radiation by Satellites 1958 Alpha and Gamma
Space_Weather/papers/06_dungey_1961	dungey1961interplanetary	Space_Weather	6	x	Interplanetary Magnetic Field and the Auroral Zones
Space_Weather/papers/07_axford_1961	axford1961unifying	Space_Weather	7	x	A Unifying Theory of High-Latitude Geophysical Phenomena and Geomagnetic Storms
Space_Weather/papers/08_akasofu_1964	akasofu1964development	Space_Weather	8	x	The Development of the Auroral Substorm
Space_Weather/papers/09_ness_1965	ness1965earths	Space_Weather	9	x	The Earth's Magnetic Tail
Space_Weather/papers/10_mcpherron_1973	mcpherron1973satellite	Space_Weather	10	x	Satellite Studies of Magnetospheric Substorms on August 15, 1968
Space_Weather/papers/11_burton_1975	burton1975empirical	Space_Weather	11	x	An Empirical Relationship between Interplanetary Conditions and Dst
Space_Weather/papers/12_cowley_1982	cowley1982causes	Space_Weather	12	x	The Causes of Convection in the Earth's Magnetosphere: A Review of Developments During the IMS
Space_Weather/papers/13_richmond_1988	richmond1988mapping	Space_Weather	13	x	Mapping Electrodynamic Features of the High-Latitude Ionosphere from Localized Observations (AMIE)
Space_Weather/papers/14_tsyganenko_1989	tsyganenko1989magnetospheric	Space_Weather	14	x	A Magnetospheric Magnetic Field Model with a Warped Tail Current Sheet
Space_Weather/papers/15_gonzalez_1994	gonzalez1994what	Space_Weather	15	x	What Is a Geomagnetic Storm?
Space_Weather/papers/16_fullerrowell_1994	fullerrowell1994response	Space_Weather	16	x	Response of the Thermosphere and Ionosphere to Geomagnetic Storms
Space_Weather/papers/17_allen_1989	allen1989effects	Space_Weather	17	x	Effects of the March 1989 Solar Activity
Space_Weather/papers/18_arge_2000	arge2000improvement	Space_Weather	18	x	Improvement in the Prediction of Solar Wind Conditions Using Near-Real Time Solar Magnetic Field Updates (WSA)
Space_Weather/papers/19_baker_2000	baker2000effects	Space_Weather	19	x	Effects of the Sun on the Earth's Environment and the Consequences for Mankind
Space_Weather/papers/20_kintner_2007	kintner2007gps	Space_Weather	20	x	GPS and Ionospheric Scintillations
Space_Weather/papers/21_odstrcil_2003	odstrcil2003modeling	Space_Weather	21	x	Modeling 3-D Solar Wind Structure
Space_Weather/papers/22_tsurutani_2004	tsurutani2004global	Space_Weather	22	x	The Global Dayside Ionospheric Uplift and Enhancement Associated with Interplanetary Electric Fields
Space_Weather/papers/23_gopalswamy_2005	gopalswamy2005introduction	Space_Weather	23	x	Introduction to Violent Sun–Earth Connection Events of October–November 2003
Space_Weather/papers/24_pulkkinen_2007	pulkkinen2007space	Space_Weather	24	x	Space Weather: Terrestrial Perspective
Space_Weather/papers/25_kappenman_2010	kappenman2010geomagnetic	Space_Weather	25	x	Geomagnetic Storms and Their Impacts on the U.S. Power Grid
Space_Weather/papers/26_thorne_2010	thorne2010radiation	Space_Weather	26	x	Radiation Belt Dynamics: The Importance of Wave-Particle Interactions
Space_Weather/papers/27_angelopoulos_2008	angelopoulos2008themis	Space_Weather	27	x	The THEMIS Mission
Space_Weather/papers/28_mauk_2013	mauk2013science	Space_Weather	28	x	Science Objectives and Rationale for the Radiation Belt Storm Probes Mission (Van Allen Probes)
Space_Weather/papers/29_baker_2013	baker2013major	Space_Weather	29	x	A Major Solar Eruptive Event in July 2012: Defining Extreme Space Weather Scenarios
Space_Weather/papers/30_baker_2014	baker2014impenetrable	Space_Weather	30	x	An Impenetrable Barrier to Ultrarelativistic Electrons in the Van Allen Radiation Belts
Space_Weather/papers/31_biesecker_2015	biesecker2015space	Space_Weather	31	x	Space Weather Operations: The NOAA Space Weather Prediction Center
Space_Weather/papers/32_pulkkinen_2017	pulkkinen2017geomagnetically	Space_Weather	32	x	Geomagnetically Induced Currents: Science, Engineering, and Applications Readiness
Space_Weather/papers/33_camporeale_2019	camporeale2019challenge	Space_Weather	33	x	The Challenge of Machine Learning in Space Weather: Nowcasting and Forecasting
Space_Weather/papers/34_leka_2019	leka2019comparison	Space_Weather	34	x	A Comparison of Flare Forecasting Methods
Space_Weather/papers/35_upendran_2020	upendran2020solar	Space_Weather	35	x	Solar Wind Prediction Using Deep Learning
Space_Weather/papers/36_owens_2021	owens2021extreme	Space_Weather	36	x	Extreme Space-Weather Events and the Solar Cycle
Space_Weather/papers/37_billcliff_2026	billcliff2026extended	Space_Weather	37	x	Extended Lead-Time Geomagnetic Storm Forecasting With Solar Wind Ensembles and Machine Learning
Space_Weather/papers/38_abduallah_2024	abduallah2024prediction	Space_Weather	38	x	Prediction of the SYM-H Index Using a Bayesian Deep Learning Method With Uncertainty Quantification
Space_Weather/papers/39_wang_2026	wang2026daily	Space_Weather	39	x	Daily Predictions of F10.7 and F30 Solar Indices With Deep Learning
Space_Weather/papers/40_lin_2025	lin2025automatic	Space_Weather	40	x	Automatic 3D Reconstruction of Coronal Mass Ejections Based on Dual-viewpoint Observations and Machine Learning
Space_Weather/papers/41_guesmi_2026	guesmi2026cmegnets	Space_Weather	41	x	CMEGNets: A self-supervised framework for coronal mass ejection detection & region segmentation
Space_Weather/papers/42_stone_1998	stone1998advanced	Space_Weather	42	x	The Advanced Composition Explorer (ACE)
Space_Weather/papers/43_ogilvie_1997	ogilvie1997wind	Space_Weather	43	x	The WIND Spacecraft and Its Early Scientific Results
Space_Weather/papers/44_burt_2012	burt2012deep	Space_Weather	44	x	Deep Space Climate Observatory: The DSCOVR Mission
Space_Weather/papers/45_goodman_2019	goodman2019goesr	Space_Weather	45	x	The GOES-R Series: A New Generation of Geostationary Environmental Satellites (Chapter 1)
Space_Weather/papers/46_onsager_1996	onsager1996operational	Space_Weather	46	x	Operational Uses of the GOES Energetic Particle Detectors
Space_Weather/papers/47_frank_1988	frank1988imaging	Space_Weather	47	x	Imaging Results from Dynamics Explorer 1
Space_Weather/papers/48_anger_1987	anger1987ultraviolet	Space_Weather	48	x	An Ultraviolet Auroral Imager for the Viking Spacecraft
